text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions
58621C689C7B,i think you should use policy 1. allow students to bring phones to school and use them during lunch periods and other free times as long as the phones are turned off during class time. i thing you should go with this policy because there is no need to take cell phones away. because almost all people have cell phones and that will mean they cant use it. and i think they should at least be able to use them on there free time as long as they are no bothering anyone and they keep it on vibrate .but i also belive that no one should use them during class because it will be a bother to every one and they wont be able to get there work done because someone would be sitting in class just texting on there phone. but if some don't bring phones to school at all then they wont be able to call there parents to pick them up or in case of a emergency. but the students should not be walking around the school talking on there phones just walking into people because there no paying any attention to what they are doing at all. and they should have there phones off during class to like i already said so no one is on there on there phone in the middle of class bothering people.using policy two is just going way to far because the only way that i would do that one is if all of the kids in the school get on there phones in the middle of class and just stay on it for the whole time without doing anything else without even paying attention to anyone or anything else. but policy one is more understanding because it is getting phones out of the way while they are working but not while they are on there free time because phones shouldn't bother anyone if its on there free spare time . but that is my reasen why i would go with policy one.,3.0,3.0,3.0,3.0,3.5,3.0
DEB6EF459B10,"dear principle,it would be fare to other kids if you put "" you cant play any sports unless you have a b average or more"". so many kids probably couldn't play their favorite sports and their parents would get mad enough to have them switch schools. lets put it this way, if you say they can have a c average in their grade the school would be a lot better place and wouldn't be as boring as it is. you could have a really good athlete who does every sport and is a super good running back for the team, real fast and every thing. what happens if he dropped from ab average to a c average? that's what i am talking about. you can just at least say you have 2 weeks to get up your grades and if you don't then to bad so sad. if you're school is having a big dodge ball tournament after school and you have teams you play with and you have a c average then its really boring for you and your dodge ball team is one man short and they cant play because of you.all the student would want to change that other than the really smart students who have a averages, but that isn't the case here. its just wouldn't be fair to all the other student who liked sports in that school. so can we just see how it goes.sincerely, student_name",3.0,3.0,3.0,3.0,3.5,3.0
9BD577FF5D3C,"dear principal,i strongly believe that students should get to have a c average to work in sports or other activities. without this opportunity, many children will lack in physical. with a b average, many students may not keep up to that level, which overtime, makes them grow weaker. not having activities and sports will hurt people physically, but also mentally. it can cause more stress to student's minds.students should get as much physical activity as they want, but if they have to have a b average, then this will make them get worse at what they may do best. these people should be getting enough freedom to do an activity for at least a c average. they will lack in physical skills and it may even mess up peoples dreams. if you know most of your students maintain at a c average, then leave them like that. of course, changing the policy might make them work harder, but its just not fair.students may see a positive change in there grade average, but if someone likes to play a sport, then there shouldn't be a change in policy. there will be a positive side, but also a negative side to it. students will get weaker without working in sports, or may even be much more lonely. in a young persons life, they don't want to be lonely. they want to be more social and talk with friends, participate in an activity. all these things help students grow up more healthier in life.some students may think its easy, but for most, it is hard. since most of your students have a c average, then there is some bad effects on changing it to a b average. one important thing is stress. every student wants to go to school stress free and going to special activities is a huge help in that. if people have to maintain a b average, it can add stress, because they are so caught up into trying so hard to maintain a b average. stress at a young age may cause students to have a more lonely life. they may not have a social life and be sad most of the time.as you see, principle, it is a much better idea to keep the policy the same. students will lack physical education, it will have a bad negative affect, and it causes more stress to students, if sports and activities are only open to b average students. people will not like this new idea because they used to have so much of a good time, but with this, it could possibly change their life a lot.from: student_name",3.5,3.5,3.5,3.5,4.0,3.5
47470951BBDB,"do you remember a time you hated cleaning you house?well if people hate doing that imagine them doing community service and how that don't have air conditioning like a house do its outside in the hot sunny day and just have water to drink sweet coming down your face. some people complain of what they have and what they don't have, how nasty the food is and not, how one person got something better then they do, how hard it is to keep on cleaning everyday of their life. but, the best thing to have is a beautiful place to live but we wont have that if we don't keep our self together and keep our environment clean because if we don't then we would be living in a nasty ugly place then a nice and beautiful one like north carolina how sweet and beautiful the air is. but some people are to selfish to give up a little bet of their time to help and keep our community safe and clean for each another i mean how hard is it. why would they rather live in a nasty dirty place? we should all in school accepted to work together and do community service and change mother earth and livings around us. so i think we should do community service don't you?",2.5,2.5,3.0,3.0,3.0,2.5
1D8D04DBA122,"dear principal,i think that you should have a b average and not an a average to play sports because its not fair to the kids who are working hard and trying their best to keep there grades up while playing a sport at the same time. now if you have a c then you can be kicked out of the team because school comes before sports and that's why i understand that you can have a c . if i was the best person on lets see the volleyball team and i was working hard and doing my best studying hard, doing everything i could to get that b to an a and i just couldn't do anything else to make it happen because the report cards are about to come in then i would be kicked off the team. i think that the principal should make it a b average to stay in sports because she should know some people really work hard to get were they are today. if some people have troubles at home and cant do anything about them not having an a average then i think it should be a b average to let everyone have a chance to keep it up and know that if they have a c they can work till they can get that b.also because if you have an a and your doing things to keep that a and you accidentally didn't turn in your homework for a class you could be kicked off the team for not having an a. some people are smart and some people have trouble with their school work well if your not very smart then you can help it if you cant get that b to an a average.this is all i have to say about that is that some people are working hard and they just cant pick their grades up so they get kicked off the team. most people work hard because they don't want to be kicked off because they love that sport and don't want to get off the team just because they couldn't pass a class in school because they weren't studying or doing their class work. if it was me having that b and working my butt off to get that a for report card and i almost had it but then she wouldn't let me have it because i turned something in late i would be disappointed to see me leave my team in the dust .so this is why i think we should have a b average to play a sport without out having to worry about getting our grade up. i also can see why she would want to have everyone have an a average because she wants people to have good grades and know that if you don't have the responsibility to keep your grades up then you have to be put off your team because then they would think your not a good student.sincerely, student",3.0,3.0,3.5,3.0,3.5,3.0
2ECCE525D35D,"dear, teacher_namei think that student have a b average. i believe that they should have a c or b average to play sports. i say so because if the student goes out for a team with one point off from a b average and the have a c average then they might be hurt. with a b average they are doing good but no disrespect a c average isn't failing so why not make it that as well.now if the kid had a d average they should be taken off the team they are on so they can pull it up and not get low grades again. most kid think that if they had again in the middle of school the have an excuse to not do their home work but that their fault. with a c average kids can work hard so they don't drop down to a d.another reason that you should make it a c average is so the team at the school wont get dropped from any events. with most of the kid with c' s the school may not have any events for kids to try out for. with that the coach might not have time to try out the kids for the team. some coaches might not even let the kid try out. so i ask you in the nicest way i can please let the kids play sports and get involved in other actives with a c average.sincerely, student_name",3.0,3.0,3.0,3.0,3.0,3.0
5942FB27D5C3,"the election of a president is a very seriouse thing that could ruin us or improve us we should start to pay attention to mister state sentor it could make a future for some people or cause war between people. we should change the system were people can vote for there president not there state electors. plus, some people don't know this is going on they belive that they are voting for the person to change the state not an candaite of the president.  we should not have people who don't know what there doing in congress and that we don't have segergation in the state.to start off with, we should not have people we don't know there doing in the congress. in source 2 it states that,'' ... that they can be anyone note holding a public office .... some times state convention ,sometimes the state party's centeral commitee, sometimes the presidental canidates themself'', that is very bad that they can just choose anyone off the streets and don't care, this could be bad for the economy the people thee took off the streets they might not even know how to do there job because they were not trained to do such things, and then they have patry's centeral commitee,or the state convention we should have a direct vote not other people who might not be even on our side and want only power.next, we dont want segregation in the state, it casually states that,'' segregationists in te louisiana legislature nearly succeeded in the replacing the democratic electors with new electors that oppose of a jhon kenndy'', if that have happened then we would be in chaos everyone would be aginst each other and there will be alot of pain and suffering for the people because of there race,and religous belife we would no longer be a great nation.to conclude my essay, that we should not have strangers we don't know or don't even hold a office in our conress to be a state ellector that don't know what ther doing that is how we end up with alot of wars or no money and that we don't have segergation in the state that can lead into more problems . i just want to end with a qoute that agree with even if you don't ,''the electoral college is unfair , outdated, and irrational. the best arguments in favor of it are mostly asserations without much basis to start in reality...''.",3.0,2.5,3.0,3.0,3.0,2.0
D891B1BFC6F6,"dear principal,i think you should let us students to bring our cell phones to school because we are in a growing society and we all need to communicate.to begin with i consider all students must have a cell phone in order to text their class mate to ask about the home work from last night. or just to have a briefly talk about the test in class that they are giving or just to let the students have more freedom. also texting is being more widely used than any other devise in earth like face book or twitter they are both being used to talk on the phones know every body has a phone i am right yes because technology has been growing rapidly and faster then ever know on days you don't see that device what was it called oh yea the beeper because it took so much time to call the one typing it in and for her to send the message to the other person beeper that has become obsolete.also phones have been one the worlds greatest inventions. in fact the on who created the first phone was alexander gram bell and know look at the phones they even have gps. they can take you to their destination with out problem is like the sexton that used triangulation to find your position in earth. but know they use seven gps to know where you are and were are you going now they are more accurate they take anywhere any time any place. phones have develop allot know there even a hand free devise that you use that is not even a cord is just dangling from your ear and it its totally cool to have one i have one.so please principal with your rat honor please allowed phones for us to call each other. also hanks for taking your time and reading this thank you allot i hope you take my opinion in consideration",3.0,2.5,3.0,3.0,3.0,2.5
BBBC74680147,i think some students with benefit from distance learning and some wont.some student wont have any devices to set up a video confrence with.some students might now have internet at home or other places.distance learning is also good because it gives students a chance to catch up on school work at home and they wont have to sit in a classroom all day.distance learning is also very helpful because some students might not be able to attende schools but with distance learning they wont have to go to a school to learn with other kids they can be in there own space to concentrate.distance learning also has some benefits like parents wont have to get up so early to make sure there kids get on the bus and some parents might not have cars to get there children to school. students wont get in to fights our get in trouble at school if there home they can have 1 on 1 with the teachers there having a video confrence with there so many great things about distance learning.distance learning has some flaws to because sometimes it might not always work there could be bugs in the software or the quality of the video might not be great also distance learning is something that not alot people might be able to attende. some people might not even have access to devices or internet they can go to a public library but thats will be only temporary and students wont be able to do distance learning aftoen because the software might be to expensive.some people might think distance learning is a waste of time because students who dont pay attention in school wont pay attention if there in distance learning. but it is also good because students who have bad grades or cant focus in a classroom setting can take the oppertunity to use distance learning to pass there classes with ease.distance learning is also good for students looking to be home schooled they have this program to get them threw there high school/middle schools classes.in conclusion i am with and against distance learning.,3.0,3.0,3.5,3.5,3.0,3.0
D8708AEA9667,"although in theory a student-designed project sound good, in practice the students will most likely struggle to make the project because of lack of understanding the project. this is why a teacher-designed project would be beneficial because it would be more thought out, leave a clear outline of what to do in the project and have more structure then say a student designed project.when you're a teenager you want to be free as possible but sometimes you are too free, that you don't know what to do with this much freedom so you do nothing.in this sense the project that would be designed by a student most student would have no idea where to start discouraging them for even commencing the project and of course there will be people that can do the project easily but we want to make the project fair and equal for everybody.this is why a teacher-designed project would be best because it would leave a outline of what the project is about, what you will create, how you will do it and what criteria you have to meet to have your project pass leaving it fair and equal for everybody or another solution to this problem is that it could be the students choice if he/she want to design the project or take the teacher-design projectin conclusion a teacher-designed project would be the best option for this summer project because it would let the teacher outline certain thing they want in the project to ensure that the students are still learning over the summer break.",3.5,3.0,3.5,3.5,3.5,3.5
AB8BE95ADDD7,"having the election by popular vote has benifited our community in various ways such as, being able to compare the presidents information and how he or she will help our society and represent us, it also can allow presidents to feel as if they have a equal chance of winning votes, having election by popular votes for the presidents can make our community's can help people get together and talk about which president is better or which on they think has more potential helping out the societycomparing the presidents is a good way to find out who's a better and choosing that person. the electoral college is a way to get votes from people that favor the president or has different belifes and different changes in the next president. having popular vote for president is a cool way to discover how other people want their society. most people dont think having popular vote as president is a good idea because they wanna see what will happen or who will become president without there vote being out.the electoral college way of voting isnt fair it dosent allow presidents to feel equal. most presidents prefer voting elections because they feel equal and want to have same rights. if most people were in positions like the president they would want to have popular vote because they wouldnt want someine that isnt better then them winning election.i believe that popular vote has and will contine benifiting our community by equaling out our rights. helping people get to know the presidents better, and helps the better president represent us.",2.5,3.0,3.0,3.0,3.0,2.5
A44F6859B4D8,"do you think that we should have school activites? i think we should because it could possible benefit kid in learning. which means helping kids with better learning that is gong to benefit them by getting up and doing an activity that might help refresh their minds instead of the kid siting in class all day learning about something that might not be instresting to them and they might start to day dream and them not learning anything. i think the school should have activities for students.firstly, it would benefit a childs learning by refreshing their minds. according to a studies done by virginia techs mental studies, states that 74% of students fall asleep or day dream and stop listening and the other 26% of students listen and learn because they are involed in activities that help refresh there minds and givings them time to thing. what this means is that 74% of student stop listening do to being board or just no intrested but the other 26% is in a club or sport that helps that student refresh their mind and helps them think so they are ready for classes and other work that is needed to be done.secondly, depeneding on the activity it could help build a skill in a student. according to sports news website on collage sports, suggests that 25% of sports players in collage sports that train hard and keep lead to building skills that could help down the road and the other 75% of collage players that dont train hard and just sit around learn how to succed through failer. this means that the collage students that try their best are the one mostly building skills that will help them succed and the other 75% who dont try learn skills through not putting more work into it knowing what they need to try to improve on to become better.thirdly, trying something new could help find things you might like. according to a studies done at a virgina univitsy, suggest that 83% of the kid in school that had join club or sports had found a hobby that they enjoy doing and the other 17% of the students that took a club or a sport didn't or could find an intrest in that subject of activities. this mean that students found new hobby that enjoy to do in school when they have tine to do it and the students that didn't find a hobby that they dont enjoy probably dropped out of the club or the sport they were in.the other point of view, it would be another thing added to a students list and another thing they would have to stress about. according anderson shores a mental health studies doctor, states that 65% of students that have something else to add to their scedules stresses them do to having a bussy scedule already and the 35% percent of the other students do get stressed out do to not having a bussy scedule or they have good time management. this means that the students that have bussy scedules and cant add this to their scedules so they get stressed and dont know what to do, do to the fact of not being able to find time for it, and the other 35% has time for it so they can add it to their scedules. however this is true but let me tell you why this isnt the case for all students. according to a studies done on time managment, states that 80% of students could manage their time so they could do these activity and the other 20% said the reason they couldn't was do to not properly setting up a good scedule. basically this means that 80% had the time for it and the other 20% of students couldn't because they didn't set a scedule up properly or just didnt set one up.to sum it up, there should be activitys it help the student you the reader better learn and buil skill maybe even find a hobby that you like. i think the people that go against this shouldn't but that my opinion, and the reason i think they shouldn't is because it helps benefit learning it help the student refresh so they don't fall alsleep in class o start day dreaming because if they stop listening how are they going to learn. you the reader could do something about this you talk to other students or teachers and get their take on it. remeber your voice can be heard by many.",3.0,3.0,3.0,3.0,3.0,2.5
7EEC3E21D0C6,"cell phone policy's at schooli honestly think cell phones should be aloud in schools during and extra time like if you have any family that live far away or and friends that live far away, you would want to get in touch with them or see what they have been up to. i have a cousin that in in the marines right now, but he broke is ankle in training so he is staying in california until it heals back up, and it is hard to talk to him, so the only time i really get to talk to him is on the computer on my cell phone, and on holidays and he says it is so amazing on how much i have changed over the years. i have a friend that lives in colorado and we used to hang out all the time but ever since he moved we haven't talked that much, that is why i think cell phones should be aloud. you have a friend he/or she moves and you grow apart from one another. that's how you loose friends not being able to talk to them while you are in school. that is my statement on why i think phones should be aloud during school during extra time and between classes. my parents even think cell phones should be aloud during school, because they want to get in touch with us when they need to, to see what we are doing, ask us what we are going to do after school, tell them what time to pick us up all of this stuff is a reason or reasons for being able to use or cell phones during school. but i understand that some parents and school principles are taking them out of school class rooms or even the whole campus, one parent was talking to my parents about the cell phone policy and they said the reason i don't want cell phones to be aloud is because before i got my child a cell phone he was making straight a's in all of his classes but now he is making b's andc's in his classes my parents told them that they under stand their reason for not wanting the cell phones during classes. their could be alot of arguments for the cell phone policy in schools.",3.0,3.0,3.0,3.0,3.5,3.0
B727B720430B,"to whom it may concerned:for me, policy 1 is better, base from my own opinion. because policy 1 would be better from policy 2. for students to avoid breaking the rules of their own school, policy 1 would be the better choice. because they can use their phones during their break, lunch periods and whenever they have a free time. in some cases, most students and parents prefer to have the policy 1 so that whenever they have an emergency or an important thing to do so, they can easily contact each other, except for contacting each other inside their classes.as long as their phones are in silence or they won't be using it during their class time, policy 1 is a good choice. and for me, policy 1 is the best choice among all of the choices that the principle would have. for students, having policy 1 could be nice. i think they would really appreciate it if they would be having that policy. because if in some reason, policy 2 would be the one that the principle will be choosing, there's a possibility that a lot of students will make a way to break the rule just to bring their gadgets, even though they might get into trouble. but, students must know their limitations whenever they use their phones or gadgets inside the campus.students shouldn't be using it whenever the teacher is discussing or whenever they're inside their classrooms. because, instead of learning a lot of things from the school, they would just waste their time using those gadgets. i hope that you understand me why i chose policy 1 rather than the other policy which is the second choice. because i know how it feels like when you don't have your phone by your side and didn't noticed that something emergency from your family is happening. i wish you would be considering or approving my opinion. i choosing the right opinion so that won't have any alibis for breaking the rule of your school.sincerely yours,student_name",3.5,3.0,3.5,3.5,3.0,3.5
1BE638E9C951,"school extracurricular activityi agree, all students should do extracurricular activity in school and outside of school. i feel like it will help them out with a lot of stuff like stress and can help them find out who they really are. it can give them time to be with friends and can also give them the chance to met new people. and it can bring the teachers and students closer to each other. this would give them the chance to get to know each other and try new things out.extracurricular activity's would be so helpful to the school's community. this program can also help kids not be on their phones as much. it would help kids come all together and work as a team. i feel like now in days kids dont really care about there schools extracurricular activity's. i feel like a lot of kids\teens depend on this phones for answers, ideas, and etc. these ideas will show them that there are better stuff then just being on your phone, ipad, and computer.these school activity's will probably also bring students and teachers closer. student's most of the time dont like school so these activity's can show them that school can be fun. these activity's will give kids a chance to see the bright side of school and also the true meaning. it will also teach kids that trying new things out with new people can be fun. these programs can really make a kids or teens life a huge impact.extracurricular activity's can show kids how to be more outgoing and bring the shy kids out of the shy zone. these activity's can teach kids so many life lessons. it help kids and teens who think they are lazy turn into great students. these activity's can inspire students to do better in school and lift there grades up. it can help kids/teens find out what they truly love and what they truly dislike.i hope my words help out community's who are thinking about putting extracurricular activity's in there school system. i truly agree with these activity's and think it will help a lot with kids/teens. i hope one day all schools have fun activities for there students. i think can help many students come out into the real life and show them the true meaning of life. i love this idea so much and wish the best of luck for community with these activities.the end- generic_name",3.0,3.0,3.5,3.5,3.5,3.0
